id,area,lat,lng
3859,Дубовое,48.18701935,23.88558388
2325,Несвиж,53.21978378,26.68404961
2842,Балыкчы,42.45689011,76.19608307
1323,Губаха,58.83992386,57.5524292
4908,Зудилово,53.48288345,83.87891388
4399,Гидроторф,56.46590424,43.54890823
2353,Мальта,35.88811874,14.44021893
1329,Кунгур,57.43167877,56.93966293
1845,Бобров,51.09840775,40.03009033
4944,Топчиха,52.82628632,83.12028503
1875,Сосенский,54.05614471,35.95819473
2389,Белогорск (Крым),45.05012512,34.59197998
1379,Радужный (Ханты-Мансийский АО - Югра),62.13408279,77.46039581
3444,Удобная,44.1990509,41.55368042
6006,Лесной (Минская область),54.00482559,27.67850304
1925,Плавск,53.70837784,37.29455566
1430,Кизилюрт,43.20172501,46.86559296
5019,Солнечный (Ханты-Мансийский АО),61.28155518,73.18434906
6064,Дубки (Саратовская область),51.66617966,46.05884933
1970,Северо-Курильск,50.67227554,156.12036133
1491,Лермонтов,44.1013298,42.971138
4566,Алексеевская,50.29211807,42.18697357
242,Эквадор,-1.33976674,-79.36669922
1001,Другие регионы,,
2330,Столбцы,53.48839188,26.73143005
1495,Нефтекумск,44.75133133,44.99180603
1316,Щучье,55.1470871,68.51083374
3066,Черлак (Омская область) 	,54.15261078,74.80506134
5286,Угольные Копи,64.73651123,177.68287659
1563,Оренбургская область,51.99488831,55.62478638
2237,Минская область,53.89451599,27.6024437
110,Южная Корея,36.43822861,127.83287048
4245,Адамовка,51.5187912,59.93887711
207,Норвегия,59.91333008,10.7389698
5047,Белиз,17.19834137,-88.70926666
1090,Псковская область,57.23782349,29.23394966
5176,Марфино (Астраханская область),46.40994644,48.71580505
1077,Республика Карелия,63.5471077,33.12811279
3663,Атбасар,51.80996323,68.35847473
6104,Жаркент,44.16566467,80.00273895
4218,Ишлеи,56.02905273,47.03827667
1505,Астраханская область,47.15774155,47.27773666
2320,Логойск,54.20071793,27.84791946
4870,Мама,20.47833443,-89.37030792
1968,Оха,53.58929062,142.94317627
1322,Гремячинск,58.55692673,57.85310364
1952,Дальнегорск,44.54724121,135.55627441
5163,Архангельское (Республика Башкортостан),54.4098587,56.78582001
1035,Правдинск (Калининградская область),54.43299866,21.03300095
2308,Сморгонь,54.48112106,26.40128136
6298,Фряново,56.13583755,38.44607544
1342,"Тюменская область
",57.68415451,69.13806915
2275,Буда-Кошелево,52.72019196,30.56924629
1625,Агрыз,56.5175705,52.99612045
3775,Иноземцево,44.09858704,43.09009933
2360,Филиппины,15.94740677,121.42166901
6493,Аса,43.03604889,71.15106201
1742,Великий Устюг,60.76392746,46.31014252
2768,Андижан,40.78334808,72.35067749
2315,Жодино,54.10441589,28.3520565
2342,Костюковичи,53.35802841,32.06285477
1739,Вологодская область,59.96281815,40.50950241
4420,Сатис,55.01597595,43.80446243
1716,Владимирская область,56.01381683,40.67664337
2234,Витебская область,55.22001648,28.93599892
4949,Целинное,54.50399017,63.66769028
1918,Венев,54.35242844,38.26454544
2099,Юбилейный (Московская область),55.93577576,37.84456635
1544,"Морозовск
",48.34627151,41.8259697
1078,Беломорск,64.52134705,34.76255417
2685,Федоровский,61.60744095,73.72304535
2767,Ангрен,41.00395203,70.06214905
4108,Верхнетуломский,68.60666656,31.79750061
1422,Республика Адыгея,44.5969429,39.99394608
2105,Словения,46.11947632,14.82200527
1929,Чекалин,54.10060883,36.24688339
1347,Республика Башкортостан,54.27172852,56.52554321
4744,Березовка (Красноярский край),56.03725433,93.12685394
5043,Звёздный Городок,55.87683487,38.1126442
3934,"Воротынск
",54.42967224,36.04536057
4825,Чемал,51.4080658,86.00125885
3708,Усть-Нера,64.56757355,143.23455811
2432,Каневская,46.07699966,38.96753311
